customer_key,full_name,first_name,last_name,email_address,gender,education,occupation,yearly_income,total_children,country,state,city
14427,Emmanuel Patel,Emmanuel,Patel,emmanuel3@adventure-works.com,M,Partial College,Professional,130000,3,United Kingdom,England,London
14428,Cassie Andersen,Cassie,Andersen,cassie11@adventure-works.com,F,Partial College,Professional,130000,3,Germany,Saarland,Poing
14429,Lacey He,Lacey,He,lacey31@adventure-works.com,F,Partial College,Professional,130000,3,United Kingdom,England,London
14430,Sydney Jones,Sydney,Jones,sydney67@adventure-works.com,F,Partial College,Professional,90000,2,United States,Washington,Seattle
14431,Kayla Moore,Kayla,Moore,kayla8@adventure-works.com,F,Partial College,Professional,70000,3,United States,California,Beverly Hills
14432,Antonio Russell,Antonio,Russell,antonio20@adventure-works.com,M,Graduate Degree,Management,90000,4,United States,Washington,Port Orchard
14433,Jennifer Peterson,Jennifer,Peterson,jennifer68@adventure-works.com,F,Graduate Degree,Management,110000,1,United States,California,Concord
14434,Sophia Hill,Sophia,Hill,sophia12@adventure-works.com,F,Graduate Degree,Management,110000,1,United States,California,Daly City
14435,Jennifer Wilson,Jennifer,Wilson,jennifer35@adventure-works.com,F,Graduate Degree,Management,110000,1,United States,California,La Jolla
14436,John Martin,John,Martin,john52@adventure-works.com,M,Partial College,Professional,90000,4,Canada,British Columbia,Vancouver
14437,Mitchell Anand,Mitchell,Anand,mitchell18@adventure-works.com,M,Partial College,Professional,90000,5,United States,Oregon,Beaverton
14438,Gabrielle Gonzales,Gabrielle,Gonzales,gabrielle39@adventure-works.com,F,Bachelors,Management,100000,3,United States,Washington,Issaquah
14439,Brian Cox,Brian,Cox,brian22@adventure-works.com,M,Partial College,Professional,100000,4,United States,Washington,Puyallup
14440,Jon Tang,Jon,Tang,jon44@adventure-works.com,M,Partial College,Professional,100000,4,United States,California,Bellflower
14441,William Lewis,William,Lewis,william27@adventure-works.com,M,Bachelors,Management,110000,2,United States,California,Bellflower
14442,Shelby Peterson,Shelby,Peterson,shelby5@adventure-works.com,F,Partial College,Professional,120000,3,United States,California,Lemon Grove
14443,Benjamin Wilson,Benjamin,Wilson,benjamin41@adventure-works.com,M,Graduate Degree,Management,130000,1,United States,California,Mill Valley
14444,Patrick Sanders,Patrick,Sanders,patrick9@adventure-works.com,M,Graduate Degree,Management,130000,1,United States,California,Mill Valley
14445,Benjamin Henderson,Benjamin,Henderson,benjamin6@adventure-works.com,M,Graduate Degree,Management,130000,1,United States,California,Palo Alto
14446,Jeremiah Johnson,Jeremiah,Johnson,jeremiah25@adventure-works.com,M,Bachelors,Management,80000,4,Canada,British Columbia,Royal Oak
14447,Madison Alexander,Madison,Alexander,madison31@adventure-works.com,F,Partial College,Professional,80000,4,United States,Washington,Bellingham
14448,Lauren Butler,Lauren,Butler,lauren61@adventure-works.com,F,Partial College,Professional,90000,5,United States,Oregon,Corvallis
14449,Logan Jenkins,Logan,Jenkins,logan9@adventure-works.com,M,Partial College,Professional,90000,0,United States,Washington,Marysville
14450,Kevin Butler,Kevin,Butler,kevin17@adventure-works.com,M,Graduate Degree,Management,130000,2,United States,California,Imperial Beach
14451,Tyler Moore,Tyler,Moore,tyler14@adventure-works.com,M,Graduate Degree,Management,130000,2,United States,California,Lakewood
14452,Alex Gonzalez,Alex,Gonzalez,alex37@adventure-works.com,M,Partial College,Professional,70000,3,United States,Washington,Puyallup
14453,Jesse Scott,Jesse,Scott,jesse37@adventure-works.com,M,Partial College,Professional,90000,2,United States,Washington,Bremerton
14454,Kayla Anderson,Kayla,Anderson,kayla10@adventure-works.com,F,Graduate Degree,Management,100000,1,United States,California,La Jolla
14455,Alexandra Mitchell,Alexandra,Mitchell,alexandra53@adventure-works.com,F,Partial College,Professional,80000,4,Canada,British Columbia,Metchosin
14456,Benjamin Walker,Benjamin,Walker,benjamin38@adventure-works.com,M,Partial College,Professional,90000,0,United States,Washington,Sedro Woolley
14457,Thomas White,Thomas,White,thomas74@adventure-works.com,M,Partial College,Professional,120000,4,United States,California,La Jolla
14458,Jordan Yang,Jordan,Yang,jordan23@adventure-works.com,M,Partial College,Professional,80000,5,Canada,British Columbia,Royal Oak
14459,Cody Gray,Cody,Gray,cody6@adventure-works.com,M,Partial College,Professional,80000,5,Canada,British Columbia,Vancouver
14460,Jose Long,Jose,Long,jose32@adventure-works.com,M,Partial College,Professional,100000,1,United States,Washington,Everett
14461,Chloe Gonzalez,Chloe,Gonzalez,chloe15@adventure-works.com,F,Partial College,Professional,100000,1,United States,Washington,Spokane
14462,Beth Sanz,Beth,Sanz,beth22@adventure-works.com,F,Bachelors,Management,110000,1,United States,California,Beverly Hills
14463,Julia Patterson,Julia,Patterson,julia76@adventure-works.com,F,Partial College,Professional,120000,1,United States,California,Coronado
14464,Elizabeth Price,Elizabeth,Price,elizabeth29@adventure-works.com,F,Bachelors,Management,130000,1,United States,California,San Carlos
14465,Dakota Patterson,Dakota,Patterson,dakota9@adventure-works.com,M,High School,Professional,90000,4,United States,Oregon,Lake Oswego
14466,Logan Adams,Logan,Adams,logan42@adventure-works.com,M,High School,Professional,90000,4,United States,Oregon,Oregon City
14467,Aidan Russell,Aidan,Russell,aidan21@adventure-works.com,M,High School,Professional,90000,4,United States,Washington,Redmond
14468,Grace Rivera,Grace,Rivera,grace33@adventure-works.com,F,High School,Professional,90000,4,United States,Washington,Tacoma
14469,Angela Bell,Angela,Bell,angela40@adventure-works.com,F,Partial College,Professional,100000,3,United States,Washington,Yakima
14470,Jeremy Robinson,Jeremy,Robinson,jeremy4@adventure-works.com,M,Bachelors,Management,130000,1,United States,California,Mill Valley
14471,Gabriel Gonzalez,Gabriel,Gonzalez,gabriel39@adventure-works.com,M,Bachelors,Management,130000,1,United States,California,San Carlos
14472,Natalie Diaz,Natalie,Diaz,natalie44@adventure-works.com,F,Bachelors,Management,130000,3,United States,California,San Gabriel
14473,Miguel King,Miguel,King,miguel27@adventure-works.com,M,Bachelors,Management,160000,1,United States,California,Santa Cruz
14474,Jacqueline Murphy,Jacqueline,Murphy,jacqueline39@adventure-works.com,F,High School,Professional,60000,2,United States,California,Oakland
14475,Isabella Perry,Isabella,Perry,isabella18@adventure-works.com,F,High School,Professional,60000,2,United States,Washington,Seattle
14476,Bryce Reed,Bryce,Reed,bryce19@adventure-works.com,M,High School,Professional,60000,2,United States,Washington,Burien
14477,Lauren Lee,Lauren,Lee,lauren40@adventure-works.com,F,High School,Professional,70000,4,United States,California,Santa Cruz
14478,Abigail Patterson,Abigail,Patterson,abigail35@adventure-works.com,F,Partial High School,Skilled Manual,80000,2,Canada,British Columbia,Langford
14479,Samantha Smith,Samantha,Smith,samantha2@adventure-works.com,F,Graduate Degree,Management,170000,1,United States,California,Woodland Hills
14480,Jackson Gonzalez,Jackson,Gonzalez,jackson38@adventure-works.com,M,Partial College,Professional,80000,5,Canada,British Columbia,Vancouver
14481,Mary Edwards,Mary,Edwards,mary15@adventure-works.com,F,High School,Professional,90000,4,United States,Washington,Bremerton
14482,Noah Perez,Noah,Perez,noah30@adventure-works.com,M,High School,Professional,90000,4,United States,Oregon,Corvallis
14483,Nicole Henderson,Nicole,Henderson,nicole53@adventure-works.com,F,High School,Professional,90000,4,United States,Oregon,Lake Oswego
14484,Samantha Hall,Samantha,Hall,samantha25@adventure-works.com,F,Bachelors,Management,130000,4,United States,California,National City
14485,Bailey Stewart,Bailey,Stewart,bailey23@adventure-works.com,F,Partial College,Professional,160000,1,United States,California,Redwood City
14486,Jonathan Coleman,Jonathan,Coleman,jonathan5@adventure-works.com,M,Graduate Degree,Management,170000,1,United States,California,Santa Cruz
14487,Seth Hall,Seth,Hall,seth23@adventure-works.com,M,Partial High School,Skilled Manual,60000,2,United States,California,San Carlos
14488,Connor Hughes,Connor,Hughes,connor6@adventure-works.com,M,High School,Professional,70000,3,United States,California,Berkeley
14489,Jason Wang,Jason,Wang,jason22@adventure-works.com,M,Graduate Degree,Management,70000,3,United States,California,Glendale
14490,Aidan Butler,Aidan,Butler,aidan15@adventure-works.com,M,Graduate Degree,Management,70000,3,United States,California,Coronado
14491,Isaac Bailey,Isaac,Bailey,isaac15@adventure-works.com,M,Graduate Degree,Management,70000,3,United States,California,San Diego
14492,Justin Patterson,Justin,Patterson,justin7@adventure-works.com,M,Graduate Degree,Management,70000,3,United States,Washington,Renton
14493,Sara Parker,Sara,Parker,sara33@adventure-works.com,F,Graduate Degree,Management,70000,3,United States,California,Torrance
14494,Cameron Diaz,Cameron,Diaz,cameron17@adventure-works.com,M,Graduate Degree,Management,60000,3,United States,Oregon,Salem
14495,Nathan Diaz,Nathan,Diaz,nathan18@adventure-works.com,M,Partial College,Professional,40000,3,United States,California,Grossmont
14496,Cindy Stewart,Cindy,Stewart,cindy23@adventure-works.com,F,Partial College,Professional,40000,3,Canada,British Columbia,Langford
14497,Allison Scott,Allison,Scott,allison36@adventure-works.com,F,Partial College,Professional,40000,3,Canada,British Columbia,Langley
14498,Katie Luo,Katie,Luo,katie8@adventure-works.com,F,Graduate Degree,Management,70000,4,United States,California,Chula Vista
14499,Samuel Flores,Samuel,Flores,samuel11@adventure-works.com,M,Graduate Degree,Management,100000,2,United States,California,Downey
14500,Jasmine Ward,Jasmine,Ward,jasmine31@adventure-works.com,F,Bachelors,Management,130000,2,United States,California,Torrance
14501,Ruben Prasad,Ruben,Prasad,ruben10@adventure-works.com,M,Graduate Degree,Management,80000,4,United States,California,Beverly Hills
14502,Katelyn Wright,Katelyn,Wright,katelyn44@adventure-works.com,F,Bachelors,Management,90000,5,Canada,British Columbia,Metchosin
14503,Brianna Alexander,Brianna,Alexander,brianna64@adventure-works.com,F,Bachelors,Management,90000,5,United States,Washington,Walla Walla
14504,Nicole Jones,Nicole,Jones,nicole3@adventure-works.com,F,Graduate Degree,Management,110000,2,Canada,British Columbia,Victoria
14505,Alex Edwards,Alex,Edwards,alex28@adventure-works.com,M,Bachelors,Management,130000,2,United States,California,Beverly Hills
14506,Stacy Suarez,Stacy,Suarez,stacy20@adventure-works.com,F,Bachelors,Management,90000,5,United States,Oregon,Beaverton
14507,Eric Wright,Eric,Wright,eric60@adventure-works.com,M,Graduate Degree,Management,100000,2,United States,California,Woodland Hills
14508,Madison Hall,Madison,Hall,madison24@adventure-works.com,F,Graduate Degree,Management,100000,2,United States,California,Newport Beach
14509,Bridget Deng,Bridget,Deng,bridget2@adventure-works.com,F,Partial College,Skilled Manual,90000,4,United States,Oregon,Beaverton
14510,Samuel Hernandez,Samuel,Hernandez,samuel49@adventure-works.com,M,Bachelors,Management,100000,2,United States,Washington,Everett
14511,Danielle Rogers,Danielle,Rogers,danielle22@adventure-works.com,F,Bachelors,Management,100000,2,United States,Washington,Issaquah
14512,Christopher Jones,Christopher,Jones,christopher27@adventure-works.com,M,Bachelors,Management,100000,3,United States,Washington,Puyallup
14513,Alexandra Turner,Alexandra,Turner,alexandra48@adventure-works.com,F,Graduate Degree,Management,130000,1,United States,California,Burlingame
14514,Rachel Jones,Rachel,Jones,rachel5@adventure-works.com,F,Partial College,Skilled Manual,30000,0,United States,California,Berkeley
14515,Anna Cooper,Anna,Cooper,anna13@adventure-works.com,F,Partial College,Skilled Manual,30000,0,United States,California,Lemon Grove
14516,Tommy Lal,Tommy,Lal,tommy5@adventure-works.com,M,High School,Skilled Manual,10000,5,Australia,New South Wales,Malabar
14517,Ebony Rodriguez,Ebony,Rodriguez,ebony20@adventure-works.com,F,High School,Skilled Manual,20000,3,Australia,New South Wales,North Sydney
14518,Ann Mehta,Ann,Mehta,ann19@adventure-works.com,F,High School,Skilled Manual,10000,2,Australia,Queensland,Caloundra
14519,Denise Rana,Denise,Rana,denise12@adventure-works.com,F,Partial College,Skilled Manual,40000,0,United States,Oregon,Beaverton
14520,Bonnie Xu,Bonnie,Xu,bonnie10@adventure-works.com,F,Partial College,Skilled Manual,40000,0,United States,Washington,Bremerton
14521,Rodney Romero,Rodney,Romero,rodney5@adventure-works.com,M,High School,Skilled Manual,20000,4,Australia,Queensland,Hawthorne
14522,Omar Zheng,Omar,Zheng,omar18@adventure-works.com,M,High School,Skilled Manual,20000,4,Australia,Victoria,Melton
14523,Lydia Fernandez,Lydia,Fernandez,lydia14@adventure-works.com,F,Partial College,Clerical,30000,2,Australia,New South Wales,Springwood
14524,Carla Prasad,Carla,Prasad,carla12@adventure-works.com,F,Graduate Degree,Manual,10000,0,France,Essonne,Morangis
14525,Claudia Sun,Claudia,Sun,claudia12@adventure-works.com,F,Graduate Degree,Manual,10000,0,United Kingdom,England,Gateshead
14526,Emily Hall,Emily,Hall,emily24@adventure-works.com,F,Graduate Degree,Manual,10000,1,Germany,Hessen,Darmstadt
14527,Kurt Raji,Kurt,Raji,kurt20@adventure-works.com,M,Graduate Degree,Manual,10000,1,Germany,Hessen,Kassel
14528,Casey Ramos,Casey,Ramos,casey41@adventure-works.com,M,Graduate Degree,Manual,10000,1,Germany,Hamburg,Mühlheim
14529,Kaitlin Sai,Kaitlin,Sai,kaitlin5@adventure-works.com,F,Graduate Degree,Clerical,20000,1,United Kingdom,England,W. York
14530,Ethan Smith,Ethan,Smith,ethan29@adventure-works.com,M,Graduate Degree,Clerical,20000,1,United Kingdom,England,Warrington
14531,Abigail Garcia,Abigail,Garcia,abigail57@adventure-works.com,F,Graduate Degree,Clerical,20000,1,United Kingdom,England,Warrington
14532,Barbara Wu,Barbara,Wu,barbara16@adventure-works.com,F,Graduate Degree,Clerical,20000,1,France,Hauts de Seine,Courbevoie
14533,Roberto Alonso,Roberto,Alonso,roberto8@adventure-works.com,M,Bachelors,Manual,10000,1,United Kingdom,England,Berks
14534,Abby Rana,Abby,Rana,abby8@adventure-works.com,F,Bachelors,Manual,10000,1,France,Yveline,Chatou
14535,Dustin Anand,Dustin,Anand,dustin22@adventure-works.com,M,Graduate Degree,Clerical,20000,1,United Kingdom,England,High Wycombe
14536,Krystal Wu,Krystal,Wu,krystal7@adventure-works.com,F,Graduate Degree,Clerical,20000,1,France,Garonne (Haute),Colomiers
14537,Clayton Cai,Clayton,Cai,clayton18@adventure-works.com,M,Graduate Degree,Clerical,20000,1,Germany,Nordrhein-Westfalen,Berlin
14538,Katherine Brown,Katherine,Brown,katherine75@adventure-works.com,F,Graduate Degree,Clerical,30000,4,France,Nord,Lille
14539,Carrie Alonso,Carrie,Alonso,carrie8@adventure-works.com,F,Graduate Degree,Clerical,30000,4,France,Seine (Paris),Paris
14540,Randy Lin,Randy,Lin,randy9@adventure-works.com,M,Bachelors,Manual,10000,1,United Kingdom,England,London
14541,Douglas Kapoor,Douglas,Kapoor,douglas5@adventure-works.com,M,Graduate Degree,Clerical,20000,1,Germany,Saarland,Neunkirchen
14542,Alex Ward,Alex,Ward,alex16@adventure-works.com,M,Bachelors,Clerical,10000,1,United Kingdom,England,Newcastle upon Tyne
14543,Heather Lu,Heather,Lu,heather10@adventure-works.com,F,Partial College,Manual,10000,1,Germany,Hessen,München
14544,Darryl West,Darryl,West,darryl1@adventure-works.com,M,Partial College,Manual,10000,1,France,Nord,Roubaix
14545,Faith Henderson,Faith,Henderson,faith4@adventure-works.com,F,Partial College,Manual,10000,2,United Kingdom,England,Bury
14546,Christina Sanchez,Christina,Sanchez,christina22@adventure-works.com,F,Partial College,Manual,10000,2,United Kingdom,England,Oxford
14547,Noah Thompson,Noah,Thompson,noah63@adventure-works.com,M,Partial College,Manual,10000,2,United Kingdom,England,Runcorn
14548,Maria Turner,Maria,Turner,maria48@adventure-works.com,F,Partial College,Manual,10000,2,France,Nord,Dunkerque
14549,Arturo Goel,Arturo,Goel,arturo44@adventure-works.com,M,Partial College,Manual,10000,2,Germany,Hessen,Berlin
14550,Kristy Vazquez,Kristy,Vazquez,kristy13@adventure-works.com,F,Bachelors,Clerical,10000,2,France,Garonne (Haute),Colomiers
14551,Michele Vance,Michele,Vance,michele59@adventure-works.com,F,Bachelors,Clerical,20000,1,Germany,Saarland,Kiel
14552,Daisy Ramos,Daisy,Ramos,daisy12@adventure-works.com,F,Bachelors,Clerical,20000,1,United Kingdom,England,Berks
